impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Memo_cleaned
K24-173710,A719568,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719568,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,2.0,Female,Norfolk Terrier / Mix,Black,5-Nov-24,Received on,14300 block of  SE HUSKY WAY,AUBURN,WA,98092.0,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719568,Image Copyright HLP Inc. 2024,"Received on: 2024-11-05<p/> Found Near: 14300 block of  SE HUSKY WAY<p/> Description: Black Female Norfolk Terrier / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",husky way black female norfolk terrier mix dog pet adoption center kent
K24-173406,A718974,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2864992,LOST,Chimuela,Cat,1.5,Female,Domestic Shorthair,Brown,22-Oct-24,Date Lost,27800 block of  128TH PL SE,KENT,,98030.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2864992,Image Copyright HLP Inc. 2024,"Description: Light brown with stripes, she has white on her chin, she has green eyes and she has an extra toe on both front paws <p/>Age: Over 1 year<p/>Location Lost: 27806 128th pl se kent, Kent WA  98030<p/>Lost Date: 2024-10-22<p/>",light brown stripes white chin green eyes extra toe front paws kent kent
K24-172637,A717639,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2855325,LOST,Mitchell,Dog,1.5,Male,Labrador Retriever,Brown,5-Oct-24,Date Lost,98029 98029,,,98029.0,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2855325,Image Copyright HLP Inc. 2024,"Description: Reddish brown lab mix, about 85 pounds.  He has shaved areas on both front legs that are still growing back after a recent surgery.  One ear is lumpy from a surgery many years ago.  Hopefully he still has a black collar on with our contact info.  He is microchipped but we did not realize the account had not been activated until we did so today, so any previous calls to Home Again might not have retrieved our information.  We went on vacation and he escaped from the kennel.  He’s very friendly but was a rescue dog years ago and is probably scared trying to get back home.  <p/>Age: Over 1 year<p/>Location Lost: Neal Road in Fall City, Fall City WA  98024<p/>Lost Date: 2024-10-05<p/>",reddish brown lab mix pounds shaved areas front legs growing back surgery one ear lumpy surgery ago hopefully black collar contact info microchipped realize account activated today previous calls home retrieved information went vacation escaped kennel friendly rescue dog ago probably scared trying back home neal road fall city fall city
K24-173085,A718375,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2861824,LOST,Lucky Eaton,Cat,1.5,Male,Bengal,Brown,20-Oct-24,Date Lost,111TH  AVE SE RENTON & PETROVISKY RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2861824,Image Copyright HLP Inc. 2024,"<p/>Age: Over 1 year<p/>Location Lost: 111th Ave SE Renton & Petrovisky Rd, Renton WA  98055<p/>Lost Date: 2024-10-20<p/>",renton petrovisky renton
K24-173432,A719017,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A719017,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Lyra,Barn Cat,1.0,Spayed Female,Domestic Shorthair,Seal Pt,28-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719017,Image Copyright HLP Inc. 2024,"Received on: 2024-10-28<p/> Description: Seal Pt<p/>  Spayed Female Domestic Shorthair Barn Cat<p/> Age: 1 YEAR<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",seal spayed female domestic shorthair barn cat adoption fee inquire shelter pet adoption center kent
K24-172302,A717068,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2851316,LOST,Bashful,Cat,1.5,Male,Domestic Mediumhair,White,25-Sep-24,Date Lost,SE  35th St & West Lake Sammamish Pkwy SE,Bellevue,,98008.0,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2851316,Image Copyright HLP Inc. 2024,"Description: Primarily white with grey patches. Has slanted eyes. Has a grey patch on his back right leg <p/>Age: Over 1 year<p/>Location Lost: SE 35th Street and Lake Sammamish , Bellevue WA  98008<p/>Lost Date: 2024-09-25<p/>",primarily white grey patches slanted eyes grey patch back right leg street lake sammamish bellevue
K24-171821,A716096,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A716096,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Nelly,Barn Cat,0.3333333333333333,Neutered Male,Domestic Mediumhair,Gray / White,12-Sep-24,Received on,,,,,,,,https://kingcounty.gov/~/media/depts/regional-animal-services/images/All-Images/adoption-pending.jpg,Image Copyright HLP Inc. 2024,"Received on: 2024-09-12<p/> Description: Gray / White<p/>  Neutered Male Domestic Mediumhair Barn Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $0<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Nelly and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I was brought into the shelter on 9/12/24 by a good samaritan.<p/><p/>I am a cat that has had some interactions with humans and I'm likely interested in being pet and handled, but only on my terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break. Being an indoor only cat is not enough stimulation for me and I would like to hunt rodents in order to stay enriched and active.<p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",gray white neutered male domestic mediumhair barn cat pet adoption center kent nelly working cat seeking home put hunting skills work shelter good samaritani cat interactions humans interested pet handled terms overstimulated petting eye signs break indoor cat stimulation hunt rodents order enriched activeif working cats reach barncatsrusgmailcom resources home
K24-172528,A717490,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2854121,LOST,Omega,Cat,,Female,American Shorthair,White,1-Oct-24,Date Lost,32700 block of  6TH AVE SW,Federal Way,,98023.0,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2854121,Image Copyright HLP Inc. 2024,"Description: She’s white with brown patch’s and a freckle on her pink nose. She is also deaf<p/>Age: Unknown<p/>Location Lost: 32719 6th Ave SW, Federal Way WA  98023<p/>Lost Date: 2024-10-01<p/>",white brown patchs freckle pink nose deaf federal way
K24-172837,A717977,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Bunnicula,Rabbit Sh,1.0,Neutered Male,Rabbit Sh,Cream,13-Oct-24,Received on,21615 64TH AVE S,KENT,WA,98032.0,COVINGTON,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A717977,Image Copyright HLP Inc. 2024,"Received on: 2024-10-13<p/> Description: Cream Neutered Male Rabbit Sh Rabbit Sh<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi there! My name is Bunnicula and I'm a rabbit who is looking for a forever home. <p/><p/>I was brought in by a good Samaritan on 10/13/24. <p/><p/>I came in alone but could potentially be bonded to a new rabbit friend with proper introductions. If you are considering adding a second bunny to your family, familiarize yourself with the rabbit bonding process and don't hesitate to reach out if you would like us to host a speed date to find the best match.  <p/><p/>I am looking for someone who can provide me with plenty of love and attention. <p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to a fresh water! <p/><p/>For housing, I will need appropriate room to roam, with separate spaces for a hidey house, litter box, play area and food and water. I am not meant to live in a cage all the time, so be sure you can provide me with time outside my enclosure at least once a day to stretch my legs, explore and exercise. Just be sure to bunny proof the space! Cleaning my cage and grooming are important for me too! <p/><p/>My personality color is GREEN. I am adaptable and love to go with the flow! <p/><p/><p/>",cream neutered male rabbit rabbit raskc foster home bunnicula rabbit looking forever home good samaritan came alone potentially bonded rabbit friend proper introductions considering adding second bunny family familiarize rabbit bonding process hesitate reach host speed best match looking someone love attention comes feeding proper balance pellets timothy hay fresh vegetables access fresh water housing appropriate room roam separate spaces hidey house litter box play area food water cage outside enclosure least day stretch legs explore exercise bunny proof space cleaning cage grooming important personality color green adaptable love flow
K24-172638,A717641,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2855344,LOST,Xiaohei(eng:,Cat,1.5,Female,Domestic Shorthair,Black,27-Sep-24,Date Lost,15200 block of  SE 20TH ST,Bellevue,,98007.0,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2855344,Image Copyright HLP Inc. 2024,"Description: black round pattern under the chin<p/>Age: Over 1 year<p/>Location Lost: 15214 SE 20th St, Bellevue WA  98007<p/>Lost Date: 2024-09-27<p/>",black round pattern chin bellevue
K24-173262,A718719,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2863204,In Public Home,,Dog,,Unknown,Labrador Retriever,Black,23-Oct-24,Date Found,60th  Ave SW & SW Hinds St,Seattle,,98116.0,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2863204,Image Copyright HLP Inc. 2024,"Description: Older black lab mix. Scar on back hind. Light blue collar. <p/>Age: Unknown<p/>Found Near: 60th ave SW and hinds street , Seattle WA  98116<p/>Found Date: 2024-10-23<p/>",older black lab mix scar back hind light blue collar hinds street seattle
K24-173003,A718270,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718270,Off Site Vet,,Cat,9.0,Spayed Female,Domestic Mediumhair,Gray Tabby,18-Oct-24,Received on,30400 block of  148TH AVE SE,,,,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718270,Image Copyright HLP Inc. 2024,Received on: 2024-10-18<p/> Found Near: 30400 block of  148TH AVE SE<p/> Description: Gray Tabby Spayed Female Domestic Mediumhair Cat<p/> Age: 9 YEARS<p/> Current Location: Off Site Vet<p/>,gray tabby spayed female domestic mediumhair cat site vet
K24-172977,A401481,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Deceased Cat,13.083333333333334,Neutered Male,Domestic Shorthair,Black,17-Oct-24,Received on,5700 block of  S 152ND ST,,,,TUKWILA,,,,Image Copyright HLP Inc. 2024,Received on: 2024-10-17<p/> Found Near: 5700 block of  S 152ND ST<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 13 YEARS 1 MONTH<p/>,black neutered male domestic shorthair cat month
K24-173624,A719406,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867467,LOST,Socks,Dog,1.5,Male,Shih Tzu,White,1-Nov-24,Date Lost,600 block of  SHATTUCK AVE S,Renton,,98057.0,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867467,Image Copyright HLP Inc. 2024,"Description: black and white shih tzu very freindly will approach anybody, bites often but playfully.<p/>Age: Over 1 year<p/>Location Lost: 621 shattuck ave s. Apt #7, Renton WA  98057<p/>Lost Date: 2024-11-01<p/>",black white shih tzu freindly approach anybody bites playfully shattuck apt renton
K24-173531,A719269,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719269,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Marypuppins,Dog,0.5833333333333334,Spayed Female,Labrador Retriever / Whippet,Yellow,31-Oct-24,Received on,24300 block of  234TH WAY SE,MAPLE VALLEY,WA,98038.0,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719269,Image Copyright HLP Inc. 2024,"Received on: 2024-10-31<p/> Found Near: 24300 block of  234TH WAY SE<p/> Description: Yellow Spayed Female Labrador Retriever / Whippet Dog<p/> Age: 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",way yellow spayed female labrador retriever whippet dog pet adoption center kent
K24-173705,A719563,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2868507,LOST,Iris William,Dog,1.5,Female,Rottweiler,Unknown,4-Nov-24,Date Lost,164TH  AVE SE + SE 263RD PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2868507,Image Copyright HLP Inc. 2024,"<p/>Age: Over 1 year<p/>Location Lost: 164th Ave SE + SE 263rd Pl, Kent WA  98042<p/>Lost Date: 2024-11-04<p/>",kent
K24-173143,A718504,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2862409,LOST,Lena,Cat,,Female,Domestic Longhair,Unknown,20-Oct-24,Date Lost,251ST  ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2862409,Image Copyright HLP Inc. 2024,"Description: Long hair calico <p/>Age: Unknown<p/>Location Lost: 251st st. , Kent WA  98042<p/>Lost Date: 2024-10-20<p/>",long hair calico kent
K24-173288,A718773,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2863524,In Public Home,,Dog,,Male,Irish Terrier,Unknown,23-Oct-24,Date Found,CARLSON  ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2863524,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Found Near: Carlson Road, Vancouver WA  98661<p/>Found Date: 2024-10-23<p/>",carlson road vancouver
K24-172744,A717838,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2856664,In Public Home,Aaron Harris,Dog,1.5,Male,Staffordshire Bull Terrier,Unknown,9-Oct-24,Date Found,700 block of  ORCAS AVE NE,Renton,,98059.0,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2856664,Image Copyright HLP Inc. 2024,"Description: Blonde color, muscular/bulky build. Very well mannered, non-aggresive even when playing. Looks to be 5+ years old, paws are trimmed/buffed except dew claw on right paw. <p/>Age: Over 1 year<p/>Found Near: 700 block of  ORCAS AVE NE<p/>Found Date: 2024-10-09<p/>",blonde color muscularbulky build well mannered nonaggresive playing looks paws trimmedbuffed except dew claw right paw orcas
K24-173411,A718990,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Owl,Cat,0.1346153846153846,Female,Domestic Longhair,Black,28-Oct-24,Received on,27500 block of  COVINGTON WAY SE,COVINGTON,WA,98042.0,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718990,Image Copyright HLP Inc. 2024,Received on: 2024-10-28<p/> Found Near: 27500 block of  COVINGTON WAY SE<p/> Description: Black Female Domestic Longhair Cat<p/> Age: 7 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,covington way black female domestic longhair cat raskc foster home
